"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,1,5362.549999999999,0.056719700964111705
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,2,2352.8599999999997,0.044542926659714974
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,3,1597.48,0.0024258793812757806
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,4,1218.7649999999999,0.004086230144374673
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,5,962.765,0.005488840052909483
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,6,802.3,0.012066850849263488
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,1,1626.67,0.06850203458799593
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,2,1179.54,0.03649861878453036
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,3,951.49,0.0519020515130421
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,4,800.56,0.012493872472001837
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,5,672.46,0.003276930409914102
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,6,582.31,0.01357689880434584
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,1,5594.655000000001,0.03605254394887539
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,2,5292.77,0.028326575162838846
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,3,3670.835,1.143053462565929
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,4,2557.6549999999997,0.013735084894555912
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,5,1655.0,0.01119976927513932
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,6,1662.5349999999999,0.00750838926174495
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,1,1627.5149999999999,0.02910539406671352
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,2,1546.2,0.029929476520841707
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,3,1179.67,0.20407697226197374
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,4,1008.235,0.014415296397674436
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,5,846.34,0.019631930551168172
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,6,815.3599999999999,0.07566495952420288
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,1,5292.610000000001,0.05039786770801844
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,2,5932.655000000001,0.011268346890100594
